Common Question Text (group),Common Question ID,Year ID,RowHeaderID,Network or School,Group By,Color Coding,Color Coding (group),Response Text,% of Total Count of Respondents,Count of Respondents,Show N's,% of Total Distinct count of Respondent ID
I feel like I am part of this school.,13,2019-20,A24_A36:A26,Bret Harte Middle School,All Students,541D,541D,Agree,25.316455696%,40,40,25.316455696%
I feel like I am part of this school.,13,2019-20,A24_A36:A26,Bret Harte Middle School,All Students,530C,530C,Neither Disagree Nor Agree,8.227848101%,13,13,8.227848101%
I feel like I am part of this school.,13,2019-20,A24_A36:A26,Bret Harte Middle School,All Students,520B,520B,Disagree,8.860759494%,14,14,8.860759494%
I feel like I am part of this school.,13,2019-20,A24_A36:A26,Bret Harte Middle School,All Students,510A,510A,Strongly Disagree,14.556962025%,23,23,14.556962025%
I feel like I am part of this school.,13,2019-20,A24_A36:A26,Bret Harte Middle School,All Students,,,Did not answer,13.924050633%,22,22,13.924050633%
I feel like I am part of this school.,13,2019-20,A24_A36:A26,Castlemont High School,All Students,551E,551E,Strongly Agree,10.361445783%,43,43,10.361445783%
I feel like I am part of this school.,13,2019-20,A24_A36:A26,Castlemont High School,All Students,541D,541D,Agree,31.325301205%,130,130,31.325301205%
I feel like I am part of this school.,13,2019-20,A24_A36:A26,Castlemont High School,All Students,530C,530C,Neither Disagree Nor Agree,26.506024096%,110,110,26.506024096%
I feel like I am part of this school.,13,2019-20,A24_A36:A26,Castlemont High School,All Students,520B,520B,Disagree,11.325301205%,47,47,11.325301205%
I feel like I am part of this school.,13,2019-20,A24_A36:A26,Castlemont High School,All Students,510A,510A,Strongly Disagree,8.192771084%,34,34,8.192771084%
I feel like I am part of this school.,13,2019-20,A24_A36:A26,Castlemont High School,All Students,,,Did not answer,12.289156627%,51,51,12.289156627%
I feel like I am part of this school.,13,2019-20,A24_A36:A26,Coliseum College Prep Academy,All Students,551E,551E,Strongly Agree,11.688311688%,27,27,11.688311688%
I feel like I am part of this school.,13,2019-20,A24_A36:A26,Coliseum College Prep Academy,All Students,541D,541D,Agree,32.467532468%,75,75,32.467532468%
I feel like I am part of this school.,13,2019-20,A24_A36:A26,Coliseum College Prep Academy,All Students,530C,530C,Neither Disagree Nor Agree,38.961038961%,90,90,38.961038961%
I feel like I am part of this school.,13,2019-20,A24_A36:A26,Coliseum College Prep Academy,All Students,520B,520B,Disagree,8.658008658%,20,20,8.658008658%
I feel like I am part of this school.,13,2019-20,A24_A36:A26,Coliseum College Prep Academy,All Students,510A,510A,Strongly Disagree,6.060606061%,14,14,6.060606061%
I feel like I am part of this school.,13,2019-20,A24_A36:A26,Coliseum College Prep Academy,All Students,,,Did not answer,2.164502165%,5,5,2.164502165%
I feel like I am part of this school.,13,2019-20,A24_A36:A26,Community Day,All Students,551E,551E,Strongly Agree,9.090909091%,2,2,9.090909091%
I feel like I am part of this school.,13,2019-20,A24_A36:A26,Community Day,All Students,541D,541D,Agree,27.272727273%,6,6,27.272727273%
I feel like I am part of this school.,13,2019-20,A24_A36:A26,Community Day,All Students,530C,530C,Neither Disagree Nor Agree,40.909090909%,9,9,40.909090909%
I feel like I am part of this school.,13,2019-20,A24_A36:A26,Community Day,All Students,520B,520B,Disagree,4.545454545%,1,1,4.545454545%
I feel like I am part of this school.,13,2019-20,A24_A36:A26,Community Day,All Students,510A,510A,Strongly Disagree,9.090909091%,2,2,9.090909091%
I feel like I am part of this school.,13,2019-20,A24_A36:A26,Community Day,All Students,,,Did not answer,9.090909091%,2,2,9.090909091%
I feel like I am part of this school.,13,2019-20,A24_A36:A26,Dewey Academy,All Students,551E,551E,Strongly Agree,7.758620690%,9,9,7.758620690%
I feel like I am part of this school.,13,2019-20,A24_A36:A26,Dewey Academy,All Students,541D,541D,Agree,21.551724138%,25,25,21.551724138%
I feel like I am part of this school.,13,2019-20,A24_A36:A26,Dewey Academy,All Students,530C,530C,Neither Disagree Nor Agree,49.137931034%,57,57,49.137931034%
I feel like I am part of this school.,13,2019-20,A24_A36:A26,Dewey Academy,All Students,520B,520B,Disagree,9.482758621%,11,11,9.482758621%
I feel like I am part of this school.,13,2019-20,A24_A36:A26,Dewey Academy,All Students,510A,510A,Strongly Disagree,6.896551724%,8,8,6.896551724%
I feel like I am part of this school.,13,2019-20,A24_A36:A26,Dewey Academy,All Students,,,Did not answer,5.172413793%,6,6,5.172413793%
I feel like I am part of this school.,13,2019-20,A24_A36:A26,Fremont High School,All Students,551E,551E,Strongly Agree,12.520593081%,76,76,12.520593081%
I feel like I am part of this school.,13,2019-20,A24_A36:A26,Fremont High School,All Students,541D,541D,Agree,35.749588138%,217,217,35.749588138%
I feel like I am part of this school.,13,2019-20,A24_A36:A26,Fremont High School,All Students,530C,530C,Neither Disagree Nor Agree,28.006589786%,170,170,28.006589786%
I feel like I am part of this school.,13,2019-20,A24_A36:A26,Fremont High School,All Students,520B,520B,Disagree,10.543657331%,64,64,10.543657331%
I feel like I am part of this school.,13,2019-20,A24_A36:A26,Fremont High School,All Students,510A,510A,Strongly Disagree,5.766062603%,35,35,5.766062603%
I feel like I am part of this school.,13,2019-20,A24_A36:A26,Fremont High School,All Students,,,Did not answer,7.413509061%,45,45,7.413509061%
I feel like I am part of this school.,13,2019-20,A24_A36:A26,Life Academy,All Students,551E,551E,Strongly Agree,13.440860215%,25,25,13.440860215%
I feel like I am part of this school.,13,2019-20,A24_A36:A26,Life Academy,All Students,541D,541D,Agree,33.870967742%,63,63,33.870967742%
I feel like I am part of this school.,13,2019-20,A24_A36:A26,Life Academy,All Students,530C,530C,Neither Disagree Nor Agree,35.483870968%,66,66,35.483870968%
I feel like I am part of this school.,13,2019-20,A24_A36:A26,Life Academy,All Students,520B,520B,Disagree,8.602150538%,16,16,8.602150538%
I feel like I am part of this school.,13,2019-20,A24_A36:A26,Life Academy,All Students,510A,510A,Strongly Disagree,5.376344086%,10,10,5.376344086%
I feel like I am part of this school.,13,2019-20,A24_A36:A26,Life Academy,All Students,,,Did not answer,3.225806452%,6,6,3.225806452%
I feel like I am part of this school.,13,2019-20,A24_A36:A26,Madison Park Academy 6-12,All Students,551E,551E,Strongly Agree,6.018518519%,13,13,6.018518519%
I feel like I am part of this school.,13,2019-20,A24_A36:A26,Madison Park Academy 6-12,All Students,541D,541D,Agree,31.481481481%,68,68,31.481481481%
I feel like I am part of this school.,13,2019-20,A24_A36:A26,Madison Park Academy 6-12,All Students,530C,530C,Neither Disagree Nor Agree,39.814814815%,86,86,39.814814815%
I feel like I am part of this school.,13,2019-20,A24_A36:A26,Madison Park Academy 6-12,All Students,520B,520B,Disagree,7.407407407%,16,16,7.407407407%
I feel like I am part of this school.,13,2019-20,A24_A36:A26,Madison Park Academy 6-12,All Students,510A,510A,Strongly Disagree,7.407407407%,16,16,7.407407407%
I feel like I am part of this school.,13,2019-20,A24_A36:A26,Madison Park Academy 6-12,All Students,,,Did not answer,7.870370370%,17,17,7.870370370%
I feel like I am part of this school.,13,2019-20,A24_A36:A26,MetWest High School,All Students,551E,551E,Strongly Agree,11.917098446%,23,23,11.917098446%
I feel like I am part of this school.,13,2019-20,A24_A36:A26,MetWest High School,All Students,541D,541D,Agree,29.533678756%,57,57,29.533678756%
I feel like I am part of this school.,13,2019-20,A24_A36:A26,MetWest High School,All Students,530C,530C,Neither Disagree Nor Agree,34.715025907%,67,67,34.715025907%
I feel like I am part of this school.,13,2019-20,A24_A36:A26,MetWest High School,All Students,520B,520B,Disagree,8.808290155%,17,17,8.808290155%
I feel like I am part of this school.,13,2019-20,A24_A36:A26,MetWest High School,All Students,510A,510A,Strongly Disagree,12.435233161%,24,24,12.435233161%
I feel like I am part of this school.,13,2019-20,A24_A36:A26,MetWest High School,All Students,,,Did not answer,2.590673575%,5,5,2.590673575%
I feel like I am part of this school.,13,2019-20,A24_A36:A26,Oakland High School,All Students,551E,551E,Strongly Agree,10.358565737%,26,26,10.358565737%
I feel like I am part of this school.,13,2019-20,A24_A36:A26,Oakland High School,All Students,541D,541D,Agree,38.247011952%,96,96,38.247011952%
I feel like I am part of this school.,13,2019-20,A24_A36:A26,Oakland High School,All Students,530C,530C,Neither Disagree Nor Agree,27.888446215%,70,70,27.888446215%
I feel like I am part of this school.,13,2019-20,A24_A36:A26,Oakland High School,All Students,520B,520B,Disagree,10.358565737%,26,26,10.358565737%
I feel like I am part of this school.,13,2019-20,A24_A36:A26,Oakland High School,All Students,510A,510A,Strongly Disagree,4.780876494%,12,12,4.780876494%
I feel like I am part of this school.,13,2019-20,A24_A36:A26,Oakland High School,All Students,,,Did not answer,8.366533865%,21,21,8.366533865%
I feel like I am part of this school.,13,2019-20,A24_A36:A26,Oakland International HS,All Students,551E,551E,Strongly Agree,19.774011299%,35,35,19.774011299%
I feel like I am part of this school.,13,2019-20,A24_A36:A26,Oakland International HS,All Students,541D,541D,Agree,40.677966102%,72,72,40.677966102%
I feel like I am part of this school.,13,2019-20,A24_A36:A26,Oakland International HS,All Students,530C,530C,Neither Disagree Nor Agree,16.949152542%,30,30,16.949152542%
I feel like I am part of this school.,13,2019-20,A24_A36:A26,Oakland International HS,All Students,520B,520B,Disagree,4.519774011%,8,8,4.519774011%
I feel like I am part of this school.,13,2019-20,A24_A36:A26,Oakland International HS,All Students,510A,510A,Strongly Disagree,5.649717514%,10,10,5.649717514%
I feel like I am part of this school.,13,2019-20,A24_A36:A26,Oakland International HS,All Students,,,Did not answer,12.429378531%,22,22,12.429378531%
I feel like I am part of this school.,13,2019-20,A24_A36:A26,Oakland Technical High School,All Students,551E,551E,Strongly Agree,8.260869565%,95,95,8.260869565%
I feel like I am part of this school.,13,2019-20,A24_A36:A26,Oakland Technical High School,All Students,541D,541D,Agree,34.260869565%,394,394,34.260869565%
I feel like I am part of this school.,13,2019-20,A24_A36:A26,Oakland Technical High School,All Students,530C,530C,Neither Disagree Nor Agree,32.173913043%,370,370,32.173913043%
I feel like I am part of this school.,13,2019-20,A24_A36:A26,Oakland Technical High School,All Students,520B,520B,Disagree,10.086956522%,116,116,10.086956522%
I feel like I am part of this school.,13,2019-20,A24_A36:A26,Oakland Technical High School,All Students,510A,510A,Strongly Disagree,6.869565217%,79,79,6.869565217%
I feel like I am part of this school.,13,2019-20,A24_A36:A26,Oakland Technical High School,All Students,,,Did not answer,8.347826087%,96,96,8.347826087%
I feel like I am part of this school.,13,2019-20,A24_A36:A26,Ralph J Bunche High School,All Students,551E,551E,Strongly Agree,22.580645161%,7,7,22.580645161%
I feel like I am part of this school.,13,2019-20,A24_A36:A26,Ralph J Bunche High School,All Students,541D,541D,Agree,45.161290323%,14,14,45.161290323%
I feel like I am part of this school.,13,2019-20,A24_A36:A26,Ralph J Bunche High School,All Students,530C,530C,Neither Disagree Nor Agree,19.354838710%,6,6,19.354838710%
I feel like I am part of this school.,13,2019-20,A24_A36:A26,Ralph J Bunche High School,All Students,,,Did not answer,12.903225806%,4,4,12.903225806%
I feel like I am part of this school.,13,2019-20,A24_A36:A26,Rudsdale (Newcomer),All Students,551E,551E,Strongly Agree,26.666666667%,12,12,26.666666667%
I feel like I am part of this school.,13,2019-20,A24_A36:A26,Rudsdale (Newcomer),All Students,541D,541D,Agree,51.111111111%,23,23,51.111111111%
I feel like I am part of this school.,13,2019-20,A24_A36:A26,Rudsdale (Newcomer),All Students,530C,530C,Neither Disagree Nor Agree,4.444444444%,2,2,4.444444444%
I feel like I am part of this school.,13,2019-20,A24_A36:A26,Rudsdale (Newcomer),All Students,520B,520B,Disagree,2.222222222%,1,1,2.222222222%
I feel like I am part of this school.,13,2019-20,A24_A36:A26,Rudsdale (Newcomer),All Students,510A,510A,Strongly Disagree,4.444444444%,2,2,4.444444444%
I feel like I am part of this school.,13,2019-20,A24_A36:A26,Rudsdale (Newcomer),All Students,,,Did not answer,11.111111111%,5,5,11.111111111%
I feel like I am part of this school.,13,2019-20,A24_A36:A26,Rudsdale Continuation,All Students,551E,551E,Strongly Agree,6.578947368%,5,5,6.578947368%
I feel like I am part of this school.,13,2019-20,A24_A36:A26,Rudsdale Continuation,All Students,541D,541D,Agree,31.578947368%,24,24,31.578947368%
I feel like I am part of this school.,13,2019-20,A24_A36:A26,Rudsdale Continuation,All Students,530C,530C,Neither Disagree Nor Agree,35.526315789%,27,27,35.526315789%
I feel like I am part of this school.,13,2019-20,A24_A36:A26,Rudsdale Continuation,All Students,520B,520B,Disagree,11.842105263%,9,9,11.842105263%
I feel like I am part of this school.,13,2019-20,A24_A36:A26,Rudsdale Continuation,All Students,510A,510A,Strongly Disagree,9.210526316%,7,7,9.210526316%
I feel like I am part of this school.,13,2019-20,A24_A36:A26,Rudsdale Continuation,All Students,,,Did not answer,5.263157895%,4,4,5.263157895%
I feel like I am part of this school.,13,2019-20,A24_A36:A26,Skyline High School,All Students,551E,551E,Strongly Agree,10.652920962%,124,124,10.652920962%
I feel like I am part of this school.,13,2019-20,A24_A36:A26,Skyline High School,All Students,541D,541D,Agree,27.749140893%,323,323,27.749140893%
I feel like I am part of this school.,13,2019-20,A24_A36:A26,Skyline High School,All Students,530C,530C,Neither Disagree Nor Agree,35.738831615%,416,416,35.738831615%
I feel like I am part of this school.,13,2019-20,A24_A36:A26,Skyline High School,All Students,520B,520B,Disagree,10.567010309%,123,123,10.567010309%
I feel like I am part of this school.,13,2019-20,A24_A36:A26,Skyline High School,All Students,510A,510A,Strongly Disagree,7.560137457%,88,88,7.560137457%
I feel like I am part of this school.,13,2019-20,A24_A36:A26,Skyline High School,All Students,,,Did not answer,7.731958763%,90,90,7.731958763%
I feel like I am part of this school.,13,2019-20,A24_A36:A26,Sojourner Truth Independent Study,All Students,551E,551E,Strongly Agree,6.603773585%,7,7,6.603773585%
I feel like I am part of this school.,13,2019-20,A24_A36:A26,Sojourner Truth Independent Study,All Students,541D,541D,Agree,37.735849057%,40,40,37.735849057%
I feel like I am part of this school.,13,2019-20,A24_A36:A26,Sojourner Truth Independent Study,All Students,530C,530C,Neither Disagree Nor Agree,35.849056604%,38,38,35.849056604%
I feel like I am part of this school.,13,2019-20,A24_A36:A26,Sojourner Truth Independent Study,All Students,520B,520B,Disagree,9.433962264%,10,10,9.433962264%
I feel like I am part of this school.,13,2019-20,A24_A36:A26,Sojourner Truth Independent Study,All Students,510A,510A,Strongly Disagree,5.660377358%,6,6,5.660377358%
I feel like I am part of this school.,13,2019-20,A24_A36:A26,Sojourner Truth Independent Study,All Students,,,Did not answer,4.716981132%,5,5,4.716981132%
I feel like I am part of this school.,13,2019-20,A24_A36:A26,Street Academy,All Students,551E,551E,Strongly Agree,9.803921569%,5,5,9.803921569%
I feel like I am part of this school.,13,2019-20,A24_A36:A26,Street Academy,All Students,541D,541D,Agree,31.372549020%,16,16,31.372549020%
I feel like I am part of this school.,13,2019-20,A24_A36:A26,Street Academy,All Students,530C,530C,Neither Disagree Nor Agree,33.333333333%,17,17,33.333333333%
I feel like I am part of this school.,13,2019-20,A24_A36:A26,Street Academy,All Students,520B,520B,Disagree,7.843137255%,4,4,7.843137255%
I feel like I am part of this school.,13,2019-20,A24_A36:A26,Street Academy,All Students,510A,510A,Strongly Disagree,7.843137255%,4,4,7.843137255%
I feel like I am part of this school.,13,2019-20,A24_A36:A26,Street Academy,All Students,,,Did not answer,9.803921569%,5,5,9.803921569%
I know who I am and am proud of where I come from.,153,2016-17,OAK147_OAK150:OAK147_OAK141,Castlemont High School,All Students,551E,551E,Strongly Agree,33.333333333%,157,157,33.333333333%
I know who I am and am proud of where I come from.,153,2016-17,OAK147_OAK150:OAK147_OAK141,Castlemont High School,All Students,541D,541D,Agree,18.471337580%,87,87,18.471337580%
I know who I am and am proud of where I come from.,153,2016-17,OAK147_OAK150:OAK147_OAK141,Castlemont High School,All Students,530C,530C,Neither Agree Nor Disagree,10.615711253%,50,50,10.615711253%
I know who I am and am proud of where I come from.,153,2016-17,OAK147_OAK150:OAK147_OAK141,Castlemont High School,All Students,520B,520B,Disagree,3.184713376%,15,15,3.184713376%
I know who I am and am proud of where I come from.,153,2016-17,OAK147_OAK150:OAK147_OAK141,Castlemont High School,All Students,510A,510A,Strongly Disagree,3.184713376%,15,15,3.184713376%
